WT1	WT2	WT3	LSD1ko1	LSD1ko2	LSD1ko3
Pgm3	49	70	45	214	238	204
Prss35	1	0	0	0	0	0
Cep162	55	130	65	478	278	201
Tbx18	1	0	0	1	0	0
Snx14	95	243	107	424	478	583
9430037G07Rik	0	1	0	0	2	0
Snhg5	223	381	148	1266	911	662
Zfp949	24	36	13	140	146	119
Bcl2a1d	25	92	56	209	447	359
Mthfsl	26	84	47	145	208	167
Trim43c	0	1	0	4	1	1
9330159M07Rik	0	1	1	8	1	6
Bcl2a1a	2	13	9	24	8	20
Mthfs	28	63	18	72	156	102
Bcl2a1b	103	343	164	681	1121	795
Ankrd34c	0	0	0	0	3	0
Tmed3	66	111	118	288	280	342
Morf4l1	618	1451	649	2530	3163	2322
Ctsh	1490	3081	2168	4922	6611	5174
Tbc1d2b	10	60	60	31	30	311
Plscr1	15	28	21	321	164	131
Plscr2	0	0	0	1	1	0
Plscr4	0	0	0	17	0	3
Plod2	3	1	0	50	5	7
B430319G15Rik	0	0	0	1	0	1
1190002N15Rik	55	71	27	179	287	488
Mir7656	0	0	0	0	1	0
Chst2	0	0	0	7	0	1
U2surp	290	1160	411	2306	1818	1797
Paqr9	7	32	37	3	9	239
Trpc1	2	3	0	3	16	5
Xrn1	112	217	93	745	617	850
Gk5	6	8	3	66	24	22
Rnf7	317	464	257	737	1278	987
C430002N11Rik	2	7	1	11	13	17
E030011O05Rik	1	6	2	16	14	18
Slc25a36	34	96	43	169	175	248
4930579K19Rik	0	3	3	3	5	7
Mrps22	117	268	133	448	606	413
Gm1123	0	0	0	2	0	0
Faim	119	154	83	353	472	400
Cep70	17	103	41	189	186	137
Mras	0	5	6	4	0	61
Dbr1	163	164	112	584	618	539
Dzip1l	1	0	0	0	0	0
Il20rb	3	4	2	23	11	20
Slc35g2	1	0	0	15	6	1
Pccb	86	111	70	263	300	298
Msl2	284	377	148	1245	1097	1484
Cep63	120	167	80	601	579	420
Amotl2	4	2	0	2	3	0
Srprb	208	272	217	596	651	707
Trf	108	682	948	175	242	4263
Cdv3	597	788	374	2397	2293	2190
Topbp1	817	1611	706	4887	4108	4070
5830418P13Rik	36	47	42	162	176	136
Bfsp2	353	749	461	858	1787	1162
Nphp3	0	0	0	18	7	11
Uba5	114	171	91	592	494	453
Ackr4	343	633	266	683	1671	1193
Mrpl3	518	928	511	1379	2094	1575
Nudt16	70	94	82	230	254	244
Aste1	69	90	39	184	267	184
Glyctk	33	41	30	110	82	103
Tlr9	306	311	209	1237	790	1256
Wdr82	778	870	561	1970	2450	2435
Ppm1m	558	553	445	1280	2010	1481
Alas1	163	185	134	439	511	495
Twf2	609	801	669	1175	2176	1458
Dusp7	71	58	52	209	192	216
Parp3	172	242	204	584	709	579
Rrp9	227	241	222	656	666	493
Acy1	44	45	33	143	111	80
Abhd14a	28	17	9	47	56	56
Gpr62	0	0	0	1	0	0
Pcbp4	69	56	60	171	164	103
Abhd14b	13	16	14	54	40	55
Tex264	76	108	87	208	175	252
Grm2	0	1	0	0	0	0
Rbm15b	193	134	90	440	376	388
Manf	535	823	594	2484	2080	1846
Mapkapk3	111	104	79	361	323	356
Hemk1	23	27	14	82	86	68
Cish	1	0	0	0	1	2
Sema3b	0	0	0	4	0	2
Hyal2	21	27	49	87	76	80
Zmynd10	2	2	0	6	3	0
Rassf1	126	93	55	355	430	276
Tmem115	122	131	130	250	398	369
Cyb561d2	127	168	204	246	401	296
Tusc2	199	257	200	437	672	555
Ifrd2	151	121	112	510	365	403
Nprl2	123	180	152	376	377	351
Hyal3	1	1	2	2	1	3
Hyal1	1	3	0	8	4	13
Nat6	69	56	44	105	146	130
Slc38a3	0	0	0	0	0	1
Gnat1	0	0	0	4	1	1
Sema3f	2	1	0	9	0	0
Gnai2	5258	6366	5490	10617	17212	14038
Uba7	356	481	363	1270	1119	1174
Mon1a	78	107	99	194	256	224
Mst1r	0	0	0	2	5	1
Fam212a	13	13	8	60	39	22
Traip	161	188	183	613	802	533
Gmppb	156	170	123	458	455	396
Mst1	6	21	6	55	32	34
Rnf123	307	308	212	1092	783	1001
Apeh	561	596	590	1271	1556	1314
Amigo3	24	17	22	84	88	80
Dag1	82	59	51	196	141	234
Gpx1	1890	2480	2097	4580	8180	5452
Tcta	39	68	62	149	194	212
Usp4	872	1021	707	2239	2631	2585
Nicn1	19	23	8	99	87	110
Rhoa	2026	3268	2323	5201	7085	6527
Amt	4	5	2	15	12	18
Qars	1230	1593	1172	2853	4436	3577
Usp19	652	591	507	1733	1584	1760
Klhdc8b	4	9	2	31	16	9
Lamb2	3	1	1	9	3	5
Ccdc36	1	1	2	15	7	0
Ccdc71	309	336	308	667	1055	759
Impdh2	1214	1506	1172	3392	4146	3306
Dalrd3	172	233	177	735	619	536
P4htm	12	7	3	33	13	12
Wdr6	623	665	508	1343	1375	1561
Arih2	258	347	183	736	975	752
Mir425	0	0	1	10	1	6
Ndufaf3	134	193	177	351	459	336
Prkar2a	109	119	54	470	432	534
Slc25a20	120	184	120	291	526	453
Nckipsd	102	92	67	327	220	267
Ip6k2	140	191	93	394	576	503
Slc26a6	6	5	1	21	10	26
Celsr3	1	1	0	0	1	2
Col7a1	9	6	2	30	11	7
Uqcrc1	1719	2225	1935	3266	5452	3958
Ucn2	1	0	0	0	0	1
Pfkfb4	25	32	30	45	57	86
Tma7	202	552	289	957	1159	603
Plxnb1	3	1	0	7	17	16
Atrip	99	109	91	301	290	290
Trex1	154	241	185	498	428	469
Ccdc51	94	88	76	288	381	263
Spink8	0	0	0	4	0	0
3000002C10Rik	17	13	18	57	47	46
Mir7089	0	0	1	0	0	1
Cdc25a	373	283	178	1096	871	1022
Mir6236	175	797	198	744	595	777
Cspg5	1	1	0	1	0	0
Elp6	87	83	86	217	289	212
Ptpn23	202	174	154	543	387	535
Ngp	0	0	0	0	0	1
Klhl18	132	130	120	377	471	542
Setd2	542	1121	541	3271	2795	2911
Nradd	5	7	12	30	17	22
Nbeal2	260	273	233	797	639	765
Ccdc12	340	393	320	978	1276	820
Lrrc2	7	8	1	4	14	15
Ccrl2	2	7	3	28	10	27
Mlh1	206	210	158	695	590	538
Epm2aip1	55	131	51	489	242	486
2310075C17Rik	0	0	1	0	3	0
Pdcd6ip	833	945	568	2470	2653	3269
Fbxl2	2	2	1	0	1	0
Ubp1	272	378	158	1237	1069	1074
4930525D18Rik	0	0	0	3	0	0
Bcl2a1c	0	1	0	9	9	4
Crtap	37	32	31	87	84	115
Tmppe	79	94	37	268	234	333
4930520O04Rik	0	0	0	5	1	6
Ccr4	2	0	0	4	3	5
Cnot10	342	427	308	1126	1070	920
Cmtm6	282	311	149	1307	1223	1412
Cmtm7	481	509	432	1347	1762	1366
Dync1li1	171	200	128	562	654	583
Gpd1l	1308	1330	947	2329	3358	2897
Stt3b	1261	1862	884	5110	5219	6396
Stmn1-rs1	0	0	0	0	0	1
Azi2	85	138	57	402	354	410
Eomes	0	0	0	0	1	0
Golga4	102	156	65	840	456	675
Plcd1	1	6	1	1	4	4
Vill	24	23	27	25	162	106
Acaa1b	3	0	1	2	1	7
Slc22a13b-ps	1	0	0	2	3	3
Myd88	341	350	273	973	1421	1105
Xylb	50	57	39	162	161	219
Acaa1a	213	203	211	457	745	628
Exog	119	85	69	241	350	328
Wdr48	225	380	208	788	951	867
Ttc21a	0	1	0	0	0	1
Csrnp1	484	373	314	1050	1353	999
Slc25a38	145	161	121	397	524	385
Rpsa	12867	14577	13685	30636	49214	32654
Snora62	0	0	0	3	1	0
Eif1b	358	641	339	876	1332	1044
Rpl14	4531	7904	4562	13368	19912	13623
5830454E08Rik	5	1	3	2	16	12
Ctnnb1	1500	1789	845	5098	5888	5740
Sec22c	64	60	46	216	162	186
Vipr1	11	9	11	18	12	19
Ss18l2	43	97	44	168	206	108
E530011L22Rik	2	1	0	5	4	4
Nktr	296	496	236	2242	1418	1449
Higd1a	99	200	97	389	596	355
Fam198a	1	1	0	4	3	5
Cyp8b1	0	1	0	4	2	5
Ackr2	71	80	51	283	246	231
1700048O20Rik	43	60	23	94	229	72
Abhd5	10	22	13	65	71	76
Zkscan7	15	8	4	52	60	66
Zfp105	0	6	2	34	1	13
Zfp445	149	422	160	1594	1115	1020
Tgm4	21	24	14	51	59	91
Tmem42	29	31	18	81	130	77
Kif15	254	966	326	2039	1795	1405
Exosc7	198	191	110	703	714	491
Clec3b	2	2	0	1	3	2
Tmem158	0	2	0	6	0	3
Lars2	473	1893	461	1828	1538	2144
Sacm1l	75	338	104	590	538	624
Limd1	1056	1140	788	2936	3110	3248
Slc6a20a	0	0	0	4	0	2
Lztfl1	11	83	25	140	132	121
Xcr1	2	2	0	7	6	11
Cxcr6	0	1	0	8	1	0
Fyco1	27	38	23	326	173	174
Ccr9	0	0	0	22	2	0
Ccr1	4	7	0	72	9	13
Ccr1l1	0	3	0	0	0	13
Ccr2	0	0	0	3	0	2
Ccr3	9	299	162	19	26	1023
2010315B03Rik	22	105	25	162	186	169
Ppp2r3d	17	18	16	57	51	54
4930526I15Rik	21	8	15	67	43	39
Dmd	4	6	3	37	19	39
Kif4	348	686	307	2134	1707	1563
Frmpd4	0	1	0	7	3	2
Gnl3l	200	321	141	788	1052	1018
Eif1ax	511	1202	423	2022	2432	2152
Cask	15	18	13	29	93	101
Tspan7	9	2	2	14	1	7
Cybb	1003	3023	1268	7992	8529	9569
A230072C01Rik	7	20	14	22	44	28
Enox2	49	114	57	185	313	300
Slc9a6	59	122	46	227	233	303
Ikbkg	207	247	125	707	786	830
Mtm1	36	107	27	217	218	199
Tbl1x	200	310	195	726	753	911
Pola1	329	1109	392	1962	2027	1822
Ophn1	0	0	1	0	1	1
Apoo	3	15	7	25	20	51
Amer1	31	32	19	175	134	136
Atrx	234	843	290	2673	1559	1853
Diaph2	25	95	40	233	184	384
Col4a5	0	1	0	5	1	0
Phex	0	2	2	0	2	2
Smc1a	1000	1753	781	5569	4885	4405
Adgrg2	1	0	0	0	0	0
Reps2	0	0	0	0	0	2
Bc1	0	0	0	2	0	0
Arhgap6	23	25	11	140	154	188
Mid1	20	21	3	105	87	69
Clcn5	16	14	11	116	39	74
Shroom4	2	0	0	0	1	0
Otud5	640	664	557	1744	1950	1950
Wdr13	39	52	21	235	124	182
Ccdc22	117	107	101	257	286	280
Ccdc120	6	3	0	8	3	1
Xk	74	127	51	415	395	655
Sytl5	6	5	2	20	10	13
Bcor	495	423	306	1626	1020	1513
Med14	315	568	208	1592	1486	2320
Usp9x	193	499	182	1437	1097	1535
2010308F09Rik	0	1	0	0	0	1
Maoa	17	7	0	13	47	44
Fundc1	264	810	275	1030	1734	1826
Efhc2	0	0	1	7	0	2
Kdm6a	259	607	223	1461	1353	1569
Usp11	231	282	199	676	688	784
Slc9a7	178	265	132	809	809	710
Jade3	35	74	26	194	173	165
Wdr44	61	222	90	394	346	381
Klhl13	17	6	1	41	13	7
Dock11	272	1257	420	2268	2298	2283
Sept6	1466	2007	1270	4278	6719	5932
Upf3b	72	272	78	630	550	434
Lamp2	171	901	242	938	1227	2062
Cul4b	237	917	274	1400	1410	1892
Gria3	0	0	0	2	2	2
Thoc2	133	594	196	1282	950	1208
Stag2	409	2780	695	3299	3856	3368
Xiap	197	649	215	1215	1075	1834
Smarca1	1	0	0	0	0	0
Slc25a14	42	52	25	68	143	139
Aifm1	170	232	112	843	751	775
Bcorl1	14	12	13	68	38	51
Stk26	133	531	167	818	935	916
Mbnl3	173	416	159	820	840	1111
Firre	22	21	11	115	70	115
Hs6st2	1	0	0	0	0	2
Phf6	510	2536	691	2278	3861	4645
Mospd1	13	37	16	81	77	100
Cxx1c	1	4	6	15	2	18
Zfp449	0	2	1	2	7	6
Ints6l	148	565	153	1096	1027	1169
Fhl1	6	3	3	22	7	11
Arhgef6	509	1319	501	3260	3772	4223
Fgf13	3	1	0	1	7	19
Atp11c	53	209	61	430	324	515
Mcf2	0	4	4	0	0	14
Fmr1	207	753	221	1224	1177	1616
Aff2	3	0	0	0	0	0
Cd99l2	17	23	24	90	103	152
Zfp185	1	0	0	0	0	0
Gabra3	0	0	0	0	0	1
Mecp2	237	267	167	952	826	1088
Renbp	57	46	64	104	129	190
Fam50a	226	347	169	687	812	568
Tktl1	14	41	7	26	130	91
Pdzd4	4	1	1	15	6	2
Dkc1	300	742	317	2405	1690	1547
F8	3	8	3	14	20	37
4933407K13Rik	7	5	3	49	37	33
Prrg1	1	8	3	12	9	29
Gk	46	131	51	334	246	281
Tab3	31	99	31	257	178	264
Zfx	97	300	98	571	566	536
Klhl15	9	23	3	49	67	54
Pcyt1b	106	128	63	213	520	538
Arhgef9	0	0	0	1	2	2
Las1l	213	232	124	918	946	823
Zc3h12b	0	0	0	2	0	0
Ar	2	0	0	1	0	0
Eda	2	3	3	4	0	3
Dlg3	52	71	48	276	424	381
Snx12	154	202	109	432	599	610
Nlgn3	0	0	0	0	0	3
Taf1	253	515	245	1617	1305	1447
Itgb1bp2	0	4	0	31	3	4
Phka1	151	193	86	594	502	591
Hdac8	113	149	85	413	539	442
Nhsl2	0	0	0	1	1	0
Gm9159	0	2	0	0	0	0
Tsx	0	0	0	0	0	2
Abcb7	158	743	199	939	1016	1250
Zdhhc15	0	0	0	1	0	0
Atp7a	18	63	21	170	127	232
Gm5127	0	0	1	6	6	15
Fndc3c1	0	0	0	0	3	0
Brwd3	30	112	51	309	235	301
Hdx	0	0	0	0	0	2
Rps6ka6	0	0	0	2	0	0
Apool	61	277	98	353	521	392
Chm	26	206	74	307	313	389
Dach2	1	2	0	0	21	16
Nox1	1	0	0	1	2	3
Cstf2	537	735	415	1820	2198	1834
Zmat1	30	103	31	184	232	163
Cenpi	99	323	125	572	588	614
Gprasp1	26	36	18	171	102	137
Tceal1	0	0	0	0	1	1
Rbm41	23	149	47	273	254	204
Rnf128	8	0	0	2	3	4
Tbc1d8b	18	96	29	202	243	294
Col4a6	0	0	0	0	1	0
Acsl4	105	381	130	669	703	752
Tmem164	257	216	148	524	621	811
Ammecr1	29	45	22	93	108	185
Trpc5	0	0	0	0	2	0
Pfkfb1	59	88	45	116	225	130
Huwe1	1215	1542	821	7327	4503	7134
Wnk3	0	1	0	4	0	0
Fam120c	18	30	19	106	88	130
Shroom2	2	0	0	2	1	0
Iqsec2	6	8	7	44	18	45
Kantr	8	17	6	45	34	78
Klf8	2	5	0	38	41	59
Ptchd1	0	0	0	3	1	0
Mbtps2	45	118	36	229	221	388
Cnksr2	1	0	0	0	0	0
Sh3kbp1	733	1337	658	2546	3608	3689
Map3k15	28	44	10	100	169	163
Phka2	125	158	93	351	530	518
Ppef1	0	0	0	0	2	0
Cdkl5	3	0	0	11	5	7
Rai2	0	0	0	0	1	0
Txlng	20	101	21	211	149	152
Ctps2	138	233	100	547	718	671
Pir	0	0	0	3	0	1
Gpm6b	0	2	0	18	4	52
Rab9	111	320	108	458	643	519
Prps2	733	1464	544	2484	3015	3293
Tlr8	1	49	19	8	9	208
Usp27x	0	0	1	9	1	3
2010204K13Rik	7	10	6	57	42	29
Ppp1r3fos	0	0	0	3	4	0
Ppp1r3f	32	9	11	39	58	34
Foxp3	0	0	0	2	0	3
Cacna1f	1	0	1	0	6	0
Prickle3	25	22	16	89	46	55
Wdr45	72	62	66	273	307	248
Praf2	38	41	36	184	120	128
Plp2	203	197	131	664	698	602
Magix	0	0	1	0	0	1
Syp	2	2	1	5	11	7
Gpkow	268	371	242	846	1103	1085
Tfe3	161	134	153	467	373	530
Gripap1	310	307	192	1042	901	904
Kcnd1	0	5	0	4	0	3
Hdac6	172	144	131	524	555	596
Pqbp1	643	1213	805	1594	2282	1684
Timm17b	434	503	462	802	1300	694
Slc35a2	110	111	75	314	334	403
Gata1	0	1	1	0	0	3
Pim2	153	120	100	422	358	311
Eras	0	0	0	1	0	0
Gm6787	2	0	1	13	10	13
Suv39h1	916	1135	828	2292	2773	2558
Was	1073	1042	786	2611	3885	3348
Porcn	5	1	0	0	0	3
Rbm3	1703	2544	1018	6210	9185	7195
Tbc1d25	62	50	51	181	186	210
Ftsj1	149	162	136	533	582	461
Ebp	175	222	194	525	517	439
Rbm3os	4	5	3	17	18	10
Slc38a5	0	1	0	0	1	0
B630019K06Rik	2	3	2	24	12	16
Lancl3	0	0	0	1	6	8
Dynlt3	269	1626	355	1368	2159	2120
Rpgr	14	80	27	162	162	130
Mid1ip1	516	467	337	1035	1741	1396
Atp6ap2	120	282	96	665	556	987
Gm4984	0	1	0	3	0	2
1810030O07Rik	232	414	208	850	960	890
Gm14634	1	2	0	2	0	3
AA414768	4	2	2	18	35	38
5730405O15Rik	1	0	1	8	5	1
Ddx3x	753	2317	757	6724	5157	6227
Nyx	0	0	0	2	0	0
Gpr82	1	1	1	10	4	8
Gpr34	0	38	11	39	18	94
Mir221	0	0	0	0	0	1
Chst7	14	14	13	87	38	33
Rp2	42	183	60	705	303	363
Uba1	2618	2818	2484	6141	8328	8278
Rbm10	570	473	387	1411	1604	1392
Ndufb11	751	1379	970	2083	3179	1944
Cdk16	152	152	113	515	306	397
Elk1	68	68	66	182	165	177
Araf	257	327	204	947	935	912
Uxt	81	183	92	288	348	259
Cfp	144	669	959	1176	381	2788
Syn1	3	4	4	28	2	15
Timp1	2	0	0	1	0	1
Zfp300	0	10	3	8	5	21
Zfp182	22	118	25	177	167	141
Il13ra1	1	28	7	78	19	90
Lonrf3	0	0	0	0	1	2
Akap17b	6	12	2	63	20	23
Pgrmc1	123	206	94	512	479	559
Slc25a5	2734	4359	2438	9473	12768	10243
Slc25a43	2	4	3	12	13	15
Mdrl	3	6	6	11	12	25
Ube2a	353	654	307	1248	1475	1254
C330007P06Rik	69	232	45	531	471	506
Nkrf	44	60	33	170	151	231
Gm15008	0	0	0	0	3	0
Snora69	1	0	0	0	0	1
Rpl39	1721	4727	2998	5221	8546	5361
Ndufa1	220	531	269	968	1268	738
Akap14	0	1	0	0	0	2
Nkap	99	158	87	617	536	529
Rnf113a1	29	30	14	76	132	78
Rhox12	0	1	0	0	0	0
Rhox13	0	0	0	0	1	0
Tmem255a	0	1	0	8	3	7
Zbtb33	58	310	87	493	530	719
C1galt1c1	29	87	20	108	167	125
Mcts1	84	321	128	399	548	559
Sh2d1a	1	0	0	0	0	1
Dcaf12l2	2	0	0	0	0	0
Dcaf12l1	0	0	0	0	1	0
Ocrl	16	21	15	81	69	150
Apln	2	1	0	7	2	9
Zdhhc9	81	95	56	271	211	311
Xpnpep2	1	1	6	4	3	3
Sash3	2288	3113	2487	5232	7056	5457
Utp14a	159	412	146	846	984	780
9530027J09Rik	0	3	1	0	2	6
Elf4	772	650	434	2283	1875	2354
Zfp280c	44	144	56	367	356	357
Rab33a	0	0	0	0	2	2
Rbmx2	77	115	47	257	273	216
Gm35612	2	0	0	1	5	7
Frmd7	0	0	0	1	0	0
Rap2c	150	458	144	1032	879	1483
Gpc4	0	7	2	0	0	23
Hprt	706	2151	722	2863	4124	3599
Fam122b	47	75	22	282	188	383
Cxx1a	0	2	0	1	3	5
Cxx1b	1	2	1	17	6	8
Xlr	0	5	10	10	32	9
Zfp36l3	0	0	0	2	0	0
3830403N18Rik	0	8	1	20	21	21
Smim10l2a	3	1	2	8	22	25
Mmgt1	89	188	75	398	403	518
Gm648	0	0	1	0	1	0
Map7d3	0	4	4	9	13	16
Vgll1	0	1	0	2	1	4
Htatsf1	114	220	115	872	620	511
Cd40lg	1	0	1	4	11	9
Gm14718	0	1	2	1	0	0
Rbmx	322	488	236	1310	1251	1118
Snord61	0	0	0	0	0	1
Zic3	1	0	0	0	0	1
4930550L24Rik	0	0	0	0	1	1
F9	16	88	16	64	143	153
Gm715	0	0	0	3	0	0
Ldoc1	0	1	0	0	5	2
Fmr1os	1	1	0	8	10	6
Fmr1nb	2	0	0	0	8	0
Ids	67	60	19	214	188	428
1110012L19Rik	71	112	77	152	268	202
Tmem185a	98	148	107	327	526	500
Mamld1	0	0	0	0	0	3
Mtmr1	157	259	120	862	853	1052
Hmgb3	134	197	77	447	524	386
Gpr50	2	0	0	0	0	0
Vma21	52	139	37	209	180	350
Gm1141	1	0	1	0	2	2
Gabre	1	0	0	0	0	0
Cetn2	185	642	190	866	1322	936
Nsdhl	131	269	127	608	739	577
Xlr4a	2	28	11	35	34	45
Xlr3a	2	8	0	1	3	1
F8a	43	48	35	153	122	145
Xlr4b	7	52	10	62	52	53
Xlr3b	3	9	2	8	0	2
Xlr4c	1	14	4	13	7	6
Zfp275	86	97	55	407	287	458
Zfp92	0	0	0	0	1	1
Haus7	135	175	123	348	467	366
Bgn	1	0	0	1	1	2
Pnck	0	0	0	4	1	1
Dusp9	0	1	1	3	7	11
Idh3g	1175	1793	1246	2896	4315	3239
Ssr4	338	622	493	1168	1216	1045
Bcap31	600	971	577	1549	2174	1730
Plxnb3	2	13	2	6	18	27
Slc6a8	8	1	0	11	4	7
Srpk3	449	576	437	1119	1337	1310
Abcd1	481	426	388	976	1141	1353
Arhgap4	1158	1315	1125	2780	3941	3452
Avpr2	2	3	2	17	11	4
Naa10	552	703	714	1235	1586	1207
L1cam	13	13	8	26	40	22
Irak1	476	453	303	1767	1498	1790
Hcfc1	1721	1566	1196	5548	4045	6234
Opn1mw	0	1	0	2	1	0
Taz	143	197	96	456	472	495
Dnase1l1	15	30	18	45	81	109
Emd	590	719	580	1472	1872	1599
Atp6ap1	507	686	566	1324	1749	2066
Flna	1639	2127	1764	6319	5732	7658
Gdi1	301	348	218	1330	908	1093
Snora70	2	9	3	15	10	13
Rpl10	3565	6182	3291	11333	16117	11105
Plxna3	14	16	6	84	28	42
Ubl4a	75	96	64	184	228	219
Slc10a3	50	70	54	177	180	221
G6pdx	285	351	267	802	1011	1081
Fam3a	78	78	65	180	252	242
Gm44504	1	1	0	0	2	0
Lage3	151	307	167	368	629	465
Gab3	7	17	5	31	42	24
Mpp1	185	297	177	706	738	788
Brcc3	140	539	204	850	931	670
Mtcp1	10	32	13	104	45	56
Cmc4	21	57	33	44	135	121
Fundc2	374	926	450	1278	2024	1808
Vbp1	140	980	252	1116	1339	1455
Rab39b	6	9	0	55	53	91
Pls3	13	4	0	29	5	5
Prkx	36	51	34	219	170	284
5430427O19Rik	31	231	61	494	526	458
Pdk3	381	522	294	1212	1595	1612
Eif2s3x	159	274	127	756	814	644
Mir7673	0	0	0	0	0	2
Maged1	237	224	233	650	1097	1188
Gspt2	1	0	1	18	11	25
Zxdb	8	14	2	42	27	85
Zxda	0	4	3	18	16	45
Spin4	1	0	0	0	0	1
Zc4h2	7	12	5	48	76	100
Msn	3921	6474	3580	13413	17751	18285
Vsig4	2	3	4	8	1	18
F630028O10Rik	0	17	4	3	2	59
Eda2r	1	0	0	6	0	2
Yipf6	36	145	33	313	285	345
Stard8	0	4	7	7	0	26
Efnb1	722	572	597	783	1342	1580
Pja1	290	327	204	646	841	808
Awat2	2	6	1	11	16	16
Otud6a	0	0	0	0	0	1
Igbp1	411	948	423	1487	2324	1577
Pdzd11	260	428	205	660	991	770
Gdpd2	0	0	0	0	3	0
Slc7a3	3	0	1	9	7	19
Gm614	3	2	0	29	5	6
Il2rg	418	522	343	2514	1517	1797
Foxo4	65	72	48	200	213	213
Med12	446	406	287	1722	1426	1839
Nono	2039	2689	1515	5996	7268	6015
Zmym3	218	191	135	627	640	673
Ogt	349	979	342	2404	1786	2310
Cxcr3	26	40	18	884	794	758
Rgag4	1	0	0	0	1	1
Pin4	18	39	31	77	114	53
Rps4x	5092	10049	4823	18978	26659	17956
Ercc6l	157	528	172	773	917	685
Cited1	0	0	2	0	3	2
Chic1	2	1	0	33	12	29
Xist	765	3383	921	11696	3286	8863
Jpx	5	12	10	25	36	28
Ftx	85	265	98	443	431	462
Rlim	119	431	129	818	774	845
Uprt	40	101	47	261	360	318
Magee2	0	0	0	0	1	0
Pbdc1	344	698	280	1373	1737	1081
5530601H04Rik	38	142	48	234	261	173
Magee1	39	28	13	71	94	116
Magt1	192	484	202	1224	832	1270
Cox7b	530	1448	791	2392	3216	1875
Tlr13	1	43	21	3	16	189
Taf9b	44	137	52	301	281	314
Pgk1	568	710	502	1843	2534	1879
Cysltr1	2	28	4	22	128	128
Lpar4	0	0	0	4	0	0
A630033H20Rik	2	18	4	67	34	58
P2ry10	51	265	61	488	515	485
Gpr174	5	81	17	240	260	364
Itm2a	0	1	0	27	6	8
2610002M06Rik	49	141	49	247	282	359
2810403D21Rik	4	20	5	5	44	31
Hmgn5	84	412	143	978	1000	781
5730416F02Rik	0	0	0	4	0	0
Sh3bgrl	310	2133	532	2190	3296	4894
Gm6377	21	314	100	267	367	392
Nap1l3	0	3	1	7	15	7
Cldn34c1	0	0	0	3	0	2
Tspan6	0	0	0	4	1	3
Arl13a	0	1	0	3	2	4
Xkrx	205	240	148	344	835	998
Trmt2b	264	437	263	904	1138	1138
Drp2	0	3	1	23	6	12
Hnrnph2	170	344	132	936	906	849
Btk	1005	1924	919	3199	4830	4075
Rpl36a	1599	3406	1814	5718	8323	4680
Gla	28	53	35	87	143	115
Timm8a1	8	23	4	43	41	34
Armcx1	0	0	0	15	1	4
Armcx4	5	3	3	82	22	74
Armcx3	8	20	6	100	79	95
Armcx6	9	13	8	131	91	102
Armcx2	78	62	24	656	583	608
Nxf2	1	2	2	19	28	23
3632454L22Rik	0	5	1	5	2	6
Nxf7	0	0	1	0	0	5
Armcx5	12	34	20	110	124	100
Gprasp2	0	0	0	2	0	0
Bhlhb9	59	177	63	322	294	316
Arxes2	0	2	0	0	0	2
Bex2	0	3	0	0	2	1
Bex4	0	0	0	1	0	0
Tceal8	0	4	0	4	3	14
Bex1	0	0	0	2	6	3
Bex3	192	321	162	593	754	597
Tceal9	69	302	145	610	801	637
Plp1	3	8	2	10	10	8
Morf4l2	352	848	286	1797	1626	1709
Glra4	0	1	0	8	0	1
BC065397	4	4	1	30	10	18
Slc25a53	106	152	59	310	354	326
Tmsb15b1	1	12	3	5	13	15
Zcchc18	332	544	339	969	1321	1151
Fam199x	8	24	5	99	50	84
Mum1l1	0	0	0	1	4	9
Nup62cl	0	0	0	0	1	0
Prps1	231	439	188	834	1014	980
Tsc22d3	175	196	120	462	1178	687
Mid2	1	2	0	19	1	2
Psmd10	179	460	166	603	936	629
Vsig1	0	0	0	0	1	0
Nxt2	35	133	28	115	233	230
Gm5643	2	1	2	0	4	3
Alg13	39	97	39	247	213	221
Amot	1	0	0	1	0	1
Gm15104	0	0	0	0	0	2
Tmem29	118	286	110	339	583	454
Alas2	3	18	48	4	9	72
Apex2	143	157	134	311	409	331
Tro	0	0	0	2	0	0
Maged2	6	5	8	13	6	20
Tsr2	75	99	67	285	315	289
Fgd1	4	0	0	0	0	3
A230072E10Rik	1	1	0	6	0	2
Phf8	362	338	207	1022	1078	1242
Mir3113	3	4	0	5	17	11
Hsd17b10	233	382	316	524	813	619
Ribc1	16	20	10	61	53	56
Kdm5c	917	768	590	2403	2093	2735
Tspyl2	42	48	14	194	150	142
Usp51	0	1	0	6	2	10
Mageh1	1	2	2	24	14	14
9530051G07Rik	0	0	0	0	3	0
Rragb	26	39	17	121	115	114
Ubqln2	118	96	49	377	298	512
Kctd12b	0	12	10	0	1	56
2210013O21Rik	25	59	23	144	275	216
Spin2c	0	1	0	18	19	19
Acot9	143	443	136	762	823	727
Sat1	402	1075	444	1902	2453	2415
Prdx4	236	438	261	962	1218	939
Sms	250	599	206	739	1046	996
Yy2	28	33	14	121	111	206
Rps6ka3	123	344	124	877	925	1209
Map7d2	0	1	0	0	0	1
A830080D01Rik	26	139	38	268	218	267
Pdha1	462	681	328	1635	2183	1782
Rbbp7	1485	2556	1106	6707	6127	5926
Syap1	83	213	63	363	460	468
Rnf138rt1	0	0	0	1	0	0
Zrsr2	93	117	55	447	320	280
Ap1s2	96	388	113	429	722	1076
